,lat,long,gridX,gridY,grid
"1251 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2378025,-122.7840349,1,1,"[1,1]"
"1212 DEWAR WAY, Port Coquitlam, BC, Canada",49.2354433,-122.7872702,0,1,"[0,1]"
"2442 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.2359155,-122.7806433,2,1,"[2,1]"
"2645 KLASSEN CRT, Port Coquitlam, BC, Canada",49.23842500000001,-122.785899,1,1,"[1,1]"
"1465 MORRISON ST, Port Coquitlam, BC, Canada",49.2416795,-122.7678252,4,2,"[4,2]"
"1504 EASTERN DR, Port Coquitlam, BC, Canada",49.2421663,-122.7768684,2,2,"[2,2]"
"2638 FORTRESS DR, Port Coquitlam, BC, Canada",49.2314404,-122.7896877,0,0,"[0,0]"
"2607 FORTRESS DR, Port Coquitlam, BC, Canada",49.23158189999999,-122.7865033,1,0,"[1,0]"
"1142 COUTTS WAY, Port Coquitlam, BC, Canada",49.234519,-122.78829,0,1,"[0,1]"
"1990 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2402622,-122.7716415,3,2,"[3,2]"
"1517 ELINOR CRES, Port Coquitlam, BC, Canada",49.2423491,-122.785751,1,2,"[1,2]"
"1993 RODGER AVE, Port Coquitlam, BC, Canada",49.2420532,-122.7716597,3,2,"[3,2]"
"1247 DEWAR WAY, Port Coquitlam, BC, Canada",49.236657,-122.786608,1,1,"[1,1]"
"2681 PIONEER WAY, Port Coquitlam, BC, Canada",49.2343127,-122.7879001,0,1,"[0,1]"
"2344 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23586599999999,-122.7784649,2,1,"[2,1]"
"1257 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2363322,-122.7736332,3,1,"[3,1]"
"1472 WESTERN DR, Port Coquitlam, BC, Canada",49.24163919999999,-122.783113,1,2,"[1,2]"
"1441 DELIA DR, Port Coquitlam, BC, Canada",49.240919,-122.780934,1,2,"[1,2]"
"2642 FORTRESS DR, Port Coquitlam, BC, Canada",49.23123,-122.790348,0,0,"[0,0]"
"2032 LEGGATT PL, Port Coquitlam, BC, Canada",49.2337879,-122.771957,3,1,"[3,1]"
"1257 BRADSHAW ST, Port Coquitlam, BC, Canada",49.2373465,-122.7703551,3,1,"[3,1]"
"1380 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2383868,-122.7728823,3,1,"[3,1]"
"1163 CASTLE CRES, Port Coquitlam, BC, Canada",49.23445299999999,-122.775939,2,1,"[2,1]"
"2159 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.237215,-122.7746323,3,1,"[3,1]"
"1454 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.2414198,-122.7760497,2,2,"[2,2]"
"1452 STEWART PL, Port Coquitlam, BC, Canada",49.241348,-122.7701189,3,2,"[3,2]"
"1450 KNAPPEN ST, Port Coquitlam, BC, Canada",49.241355,-122.7722871,3,2,"[3,2]"
"2651 FORTRESS DR, Port Coquitlam, BC, Canada",49.230145,-122.791894,0,0,"[0,0]"
"1471 ELINOR CRES, Port Coquitlam, BC, Canada",49.2412351,-122.7871959,0,2,"[0,2]"
"1456 HELEN DR, Port Coquitlam, BC, Canada",49.2413605,-122.7845591,1,2,"[1,2]"
"1885 JACANA AVE, Port Coquitlam, BC, Canada",49.239071,-122.7698458,3,1,"[3,1]"
"936 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2308371,-122.792078,0,0,"[0,0]"
"2251 CASTLE CRES, Port Coquitlam, BC, Canada",49.2327907,-122.7788727,2,0,"[2,0]"
"1491 CELESTE CRES, Port Coquitlam, BC, Canada",49.242304,-122.780498,2,2,"[2,2]"
"1841 HARBOUR ST, Port Coquitlam, BC, Canada",49.2367672,-122.7678156,4,1,"[4,1]"
"1524 MARY HILL LANE, Port Coquitlam, BC, Canada",49.242315,-122.786758,1,2,"[1,2]"
"2120 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.231832,-122.777371,2,0,"[2,0]"
"2132 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2316698,-122.7785407,2,0,"[2,0]"
"1263 NUGGET ST, Port Coquitlam, BC, Canada",49.2375875,-122.7692726,3,1,"[3,1]"
"1248 NELSON PL, Port Coquitlam, BC, Canada",49.2375499,-122.7688344,4,1,"[4,1]"
"2522 PALISADE CRT, Port Coquitlam, BC, Canada",49.2314032,-122.7834099,1,0,"[1,0]"
"2546 PALISADE CRES, Port Coquitlam, BC, Canada",49.2302664,-122.7836424,1,0,"[1,0]"
"2251 RAMPART PL, Port Coquitlam, BC, Canada",49.233058,-122.777621,2,0,"[2,0]"
"1875 YUKON AVE, Port Coquitlam, BC, Canada",49.23838199999999,-122.7688901,3,1,"[3,1]"
"1317 EASTERN DR, Port Coquitlam, BC, Canada",49.2397971,-122.7856982,1,2,"[1,2]"
"1308 EASTERN DR, Port Coquitlam, BC, Canada",49.2393763,-122.7870194,0,2,"[0,2]"
"1935 JACANA AVE, Port Coquitlam, BC, Canada",49.23917429999999,-122.7711044,3,1,"[3,1]"
"1915 YUKON AVE, Port Coquitlam, BC, Canada",49.2384053,-122.7701814,3,1,"[3,1]"
"1948 YUKON AVE, Port Coquitlam, BC, Canada",49.2379434,-122.7712151,3,1,"[3,1]"
"2637 FORTRESS DR, Port Coquitlam, BC, Canada",49.231141,-122.7913223,0,0,"[0,0]"
"2559 COLONIAL DR, Port Coquitlam, BC, Canada",49.2370499,-122.7837558,1,1,"[1,1]"
"2158 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2372974,-122.7739845,3,1,"[3,1]"
"1906 EUREKA AVE, Port Coquitlam, BC, Canada",49.2366847,-122.7691875,3,1,"[3,1]"
"1418 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.2406987,-122.7767485,2,2,"[2,2]"
"1086 COUTTS WAY, Port Coquitlam, BC, Canada",49.2333159,-122.7896389,0,0,"[0,0]"
"2625 FORTRESS DR, Port Coquitlam, BC, Canada",49.2316688,-122.7905692,0,0,"[0,0]"
"855 MCLENNAN CRT, Port Coquitlam, BC, Canada",49.2356893,-122.7846481,1,1,"[1,1]"
"2477 COLONIAL DR, Port Coquitlam, BC, Canada",49.23571399999999,-122.782216,1,1,"[1,1]"
"1168 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.2356776,-122.7811122,1,1,"[1,1]"
"1411 ELINOR CRES, Port Coquitlam, BC, Canada",49.2401138,-122.787902,0,2,"[0,2]"
"1874 YUKON AVE, Port Coquitlam, BC, Canada",49.2379857,-122.7688566,4,1,"[4,1]"
"2290 RAMPART PL, Port Coquitlam, BC, Canada",49.233458,-122.778371,2,0,"[2,0]"
"974 CAPTAIN CRT, Port Coquitlam, BC, Canada",49.2344531,-122.7835665,1,1,"[1,1]"
"2466 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.235023,-122.780628,2,1,"[2,1]"
"1278 RICARD PL, Port Coquitlam, BC, Canada",49.23624299999999,-122.7747824,3,1,"[3,1]"
"1917 HARBOUR ST, Port Coquitlam, BC, Canada",49.2360615,-122.7697647,3,1,"[3,1]"
"1419 MORRISON ST, Port Coquitlam, BC, Canada",49.240703,-122.767512,4,2,"[4,2]"
"2653 HOMESTEADER WAY, Port Coquitlam, BC, Canada",49.23352999999999,-122.788524,0,0,"[0,0]"
"1121 FLETCHER WAY, Port Coquitlam, BC, Canada",49.234177,-122.790671,0,1,"[0,1]"
"1271 DEWAR WAY, Port Coquitlam, BC, Canada",49.2373353,-122.7859186,1,1,"[1,1]"
"1240 DEWAR WAY, Port Coquitlam, BC, Canada",49.236425,-122.7861347,1,1,"[1,1]"
"2063 SASKATCHEWAN AVE, Port Coquitlam, BC, Canada",49.2357775,-122.7738454,3,1,"[3,1]"
"1489 EASTERN DR, Port Coquitlam, BC, Canada",49.24185689999999,-122.7763099,2,2,"[2,2]"
"973 MOODY CRT, Port Coquitlam, BC, Canada",49.2335404,-122.7832344,1,0,"[1,0]"
"827 CITADEL DR, Port Coquitlam, BC, Canada",49.2307307,-122.7870502,0,0,"[0,0]"
"836 MUSKET TERR, Port Coquitlam, BC, Canada",49.2306981,-122.7877084,0,0,"[0,0]"
"2696 PIONEER WAY, Port Coquitlam, BC, Canada",49.2334559,-122.787916,0,0,"[0,0]"
"2493 BEGBIE TERR, Port Coquitlam, BC, Canada",49.2347874,-122.7818216,1,1,"[1,1]"
"1935 EUREKA AVE, Port Coquitlam, BC, Canada",49.2368918,-122.7705248,3,1,"[3,1]"
"2126 PARAPET TERR, Port Coquitlam, BC, Canada",49.2352795,-122.7749685,2,1,"[2,1]"
"1448 DENISE PL, Port Coquitlam, BC, Canada",49.24134369999999,-122.7826502,1,2,"[1,2]"
"775 CITADEL DR, Port Coquitlam, BC, Canada",49.2287086,-122.7890884,0,0,"[0,0]"
"2169 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2306829,-122.7771858,2,0,"[2,0]"
"1078 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2333424,-122.7729437,3,0,"[3,0]"
"1443 DENISE PL, Port Coquitlam, BC, Canada",49.2409505,-122.7822161,1,2,"[1,2]"
"1165 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2355258,-122.7897917,0,1,"[0,1]"
"1181 FLETCHER WAY, Port Coquitlam, BC, Canada",49.236045,-122.789699,0,1,"[0,1]"
"1259 EASTERN DR, Port Coquitlam, BC, Canada",49.23780619999999,-122.7887744,0,1,"[0,1]"
"1285 BENNECK WAY, Port Coquitlam, BC, Canada",49.2376859,-122.7867645,1,1,"[1,1]"
"1121 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.2351468,-122.7816667,1,1,"[1,1]"
"1228 GUEST ST, Port Coquitlam, BC, Canada",49.2356245,-122.7715441,3,1,"[3,1]"
"788 CANNON GREEN, Port Coquitlam, BC, Canada",49.2301045,-122.790128,0,0,"[0,0]"
"1120 SETTLERS CRT, Port Coquitlam, BC, Canada",49.2336041,-122.7865099,1,1,"[1,1]"
"2148 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.23093189999999,-122.7790638,2,0,"[2,0]"
"1470 MARY HILL LANE, Port Coquitlam, BC, Canada",49.2414111,-122.7877225,0,2,"[0,2]"
"1160 SETTLERS CRT, Port Coquitlam, BC, Canada",49.234138,-122.7859171,1,1,"[1,1]"
"928 GOVERNOR CRT, Port Coquitlam, BC, Canada",49.2350816,-122.7829835,1,1,"[1,1]"
"2367 BEGBIE TERR, Port Coquitlam, BC, Canada",49.234581,-122.780203,2,1,"[2,1]"
"1835 EUREKA AVE, Port Coquitlam, BC, Canada",49.237633,-122.767819,4,1,"[4,1]"
"1412 MARY HILL LANE, Port Coquitlam, BC, Canada",49.2403779,-122.788324,0,2,"[0,2]"
"2502 PALISADE CRES, Port Coquitlam, BC, Canada",49.2314845,-122.7846837,1,0,"[1,0]"
"1327 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2389093,-122.7718234,3,1,"[3,1]"
"1239 KENSINGTON PL, Port Coquitlam, BC, Canada",49.2365954,-122.7805942,2,1,"[2,1]"
"2112 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.23727599999999,-122.771962,3,1,"[3,1]"
"1322 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2375116,-122.7729885,3,1,"[3,1]"
"2036 POEL PL, Port Coquitlam, BC, Canada",49.2347344,-122.7725214,3,1,"[3,1]"
"1901 HARBOUR ST, Port Coquitlam, BC, Canada",49.236236,-122.7692899,3,1,"[3,1]"
"915 CITADEL DR, Port Coquitlam, BC, Canada",49.23256749999999,-122.7833689,1,0,"[1,0]"
"862 MUSKET TERR, Port Coquitlam, BC, Canada",49.2313053,-122.7873315,0,0,"[0,0]"
"1860 YUKON AVE, Port Coquitlam, BC, Canada",49.23794600000001,-122.768652,4,1,"[4,1]"
"1491 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.241964,-122.77418,3,2,"[3,2]"
"1059 YARMOUTH ST, Port Coquitlam, BC, Canada",49.233021,-122.773509,3,0,"[3,0]"
"1231 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2367322,-122.7896888,0,1,"[0,1]"
"2662 KLASSEN CRT, Port Coquitlam, BC, Canada",49.2380039,-122.7870931,0,1,"[0,1]"
"1969 HARBOUR ST, Port Coquitlam, BC, Canada",49.2355495,-122.7702884,3,1,"[3,1]"
"1510 ELINOR CRES, Port Coquitlam, BC, Canada",49.2418156,-122.7857572,1,2,"[1,2]"
"1882 JACANA AVE, Port Coquitlam, BC, Canada",49.238681,-122.7694959,3,1,"[3,1]"
"745 CAPITAL CRT, Port Coquitlam, BC, Canada",49.22811420000001,-122.7915284,0,0,"[0,0]"
"2622 FORTRESS DR, Port Coquitlam, BC, Canada",49.2316594,-122.7881082,0,0,"[0,0]"
"1209 DEWAR WAY, Port Coquitlam, BC, Canada",49.2356549,-122.7876588,0,1,"[0,1]"
"818 MCLENNAN CRT, Port Coquitlam, BC, Canada",49.23508,-122.783981,1,1,"[1,1]"
"1180 CASTLE CRES, Port Coquitlam, BC, Canada",49.2353895,-122.7764546,2,1,"[2,1]"
"1215 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.2361541,-122.7817715,1,1,"[1,1]"
"1148 COUTTS WAY, Port Coquitlam, BC, Canada",49.23464999999999,-122.7882141,0,1,"[0,1]"
"834 MCLENNAN CRT, Port Coquitlam, BC, Canada",49.23506159999999,-122.7844368,1,1,"[1,1]"
"1245 GUEST ST, Port Coquitlam, BC, Canada",49.23609039999999,-122.7723063,3,1,"[3,1]"
"1262 CITADEL DR, Port Coquitlam, BC, Canada",49.2375602,-122.7752011,2,1,"[2,1]"
"1446 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2412589,-122.7741711,3,2,"[3,2]"
"1479 MORRISON ST, Port Coquitlam, BC, Canada",49.2420664,-122.7678618,4,2,"[4,2]"
"2558 PALISADE CRES, Port Coquitlam, BC, Canada",49.229753,-122.7841418,1,0,"[1,0]"
"1290 BENNECK WAY, Port Coquitlam, BC, Canada",49.23771499999999,-122.786012,1,1,"[1,1]"
"1272 BRADSHAW ST, Port Coquitlam, BC, Canada",49.237621,-122.771205,3,1,"[3,1]"
"2107 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.23687169999999,-122.7720777,3,1,"[3,1]"
"1831 JACANA AVE, Port Coquitlam, BC, Canada",49.23910619999999,-122.7679795,4,1,"[4,1]"
"1273 BRAND ST, Port Coquitlam, BC, Canada",49.238262,-122.7661801,4,1,"[4,1]"
"2588 PALISADE CRES, Port Coquitlam, BC, Canada",49.2293511,-122.7866548,1,0,"[1,0]"
"2210 GARRISON CRT, Port Coquitlam, BC, Canada",49.23347889999999,-122.7766141,2,0,"[2,0]"
"2170 TOWER CRT, Port Coquitlam, BC, Canada",49.2338957,-122.7754441,2,1,"[2,1]"
"1147 EARLS CRT, Port Coquitlam, BC, Canada",49.23565259999999,-122.7795222,2,1,"[2,1]"
"2015 LEGGATT PL, Port Coquitlam, BC, Canada",49.23437879999999,-122.7722581,3,1,"[3,1]"
"1469 JUNE CRES, Port Coquitlam, BC, Canada",49.2411557,-122.7862995,1,2,"[1,2]"
"967 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2322414,-122.7918992,0,0,"[0,0]"
"1990 ARGUE ST, Port Coquitlam, BC, Canada",49.2318557,-122.7711141,3,0,"[3,0]"
"1189 COUTTS WAY, Port Coquitlam, BC, Canada",49.2360542,-122.7886889,0,1,"[0,1]"
"1239 COUTTS PL, Port Coquitlam, BC, Canada",49.2371561,-122.7885666,0,1,"[0,1]"
"1279 COUTTS PL, Port Coquitlam, BC, Canada",49.237806,-122.7877777,0,1,"[0,1]"
"1316 EASTERN DR, Port Coquitlam, BC, Canada",49.2401239,-122.7862017,1,2,"[1,2]"
"1820 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2402119,-122.7677058,4,2,"[4,2]"
"2656 FORTRESS DR, Port Coquitlam, BC, Canada",49.2298339,-122.791255,0,0,"[0,0]"
"2569 PALISADE CRES, Port Coquitlam, BC, Canada",49.2299708,-122.7851262,1,0,"[1,0]"
"1337 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2379186,-122.7735186,3,1,"[3,1]"
"2112 CARMEN PL, Port Coquitlam, BC, Canada",49.2420724,-122.778693,2,2,"[2,2]"
"1260 KENSINGTON PL, Port Coquitlam, BC, Canada",49.2369798,-122.7798678,2,1,"[2,1]"
"2042 SASKATCHEWAN AVE, Port Coquitlam, BC, Canada",49.2354306,-122.7728488,3,1,"[3,1]"
"1458 CAROL PL, Port Coquitlam, BC, Canada",49.241554,-122.7780958,2,2,"[2,2]"
"1965 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.24058669999999,-122.7708408,3,2,"[3,2]"
"1434 PITT RIVER RD, Port Coquitlam, BC, Canada",49.240825,-122.7742655,3,2,"[3,2]"
"2328 COLONIAL DR, Port Coquitlam, BC, Canada",49.2332737,-122.7803178,2,0,"[2,0]"
"1178 COUTTS WAY, Port Coquitlam, BC, Canada",49.2354871,-122.7881059,0,1,"[0,1]"
"1225 GATEWAY PL, Port Coquitlam, BC, Canada",49.2359058,-122.7764801,2,1,"[2,1]"
"1217 KNIGHTS CRT, Port Coquitlam, BC, Canada",49.236186,-122.779516,2,1,"[2,1]"
"2686 FORTRESS DR, Port Coquitlam, BC, Canada",49.22959,-122.7893798,0,0,"[0,0]"
"1921 HARBOUR ST, Port Coquitlam, BC, Canada",49.235988,-122.7699749,3,1,"[3,1]"
"1136 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.233922,-122.7738879,3,1,"[3,1]"
"1315 WESTERN PL, Port Coquitlam, BC, Canada",49.2393138,-122.7849909,1,1,"[1,1]"
"1467 EASTERN DR, Port Coquitlam, BC, Canada",49.2412284,-122.7768931,2,2,"[2,2]"
"1332 CITADEL DR, Port Coquitlam, BC, Canada",49.2384784,-122.7744029,3,1,"[3,1]"
"1082 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.233603,-122.773898,3,1,"[3,1]"
"1133 COUTTS WAY, Port Coquitlam, BC, Canada",49.2342506,-122.7894156,0,1,"[0,1]"
"1218 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2363299,-122.7847649,1,1,"[1,1]"
"2361 NOTTINGHAM PL, Port Coquitlam, BC, Canada",49.23702489999999,-122.7782723,2,1,"[2,1]"
"1165 CITADEL DR, Port Coquitlam, BC, Canada",49.23566899999999,-122.777914,2,1,"[2,1]"
"765 CITADEL DR, Port Coquitlam, BC, Canada",49.2286297,-122.7903092,0,0,"[0,0]"
"807 MUSKET TERR, Port Coquitlam, BC, Canada",49.2311487,-122.789074,0,0,"[0,0]"
"1042 YARMOUTH ST, Port Coquitlam, BC, Canada",49.232564,-122.772885,3,0,"[3,0]"
"2056 LEGGATT PL, Port Coquitlam, BC, Canada",49.2335412,-122.7728027,3,0,"[3,0]"
"1167 SETTLERS CRT, Port Coquitlam, BC, Canada",49.2344617,-122.7864589,1,1,"[1,1]"
"1307 ELINOR CRES, Port Coquitlam, BC, Canada",49.23934,-122.787819,0,1,"[0,1]"
"1292 DEWAR WAY, Port Coquitlam, BC, Canada",49.2379292,-122.7850249,1,1,"[1,1]"
"1850 SINCLAIR PL, Port Coquitlam, BC, Canada",49.24082259999999,-122.7687778,4,2,"[4,2]"
"2621 KLASSEN CRT, Port Coquitlam, BC, Canada",49.23841849999999,-122.7846036,1,1,"[1,1]"
"1271 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2383196,-122.7833846,1,1,"[1,1]"
"1429 MCDONALD PL, Port Coquitlam, BC, Canada",49.2408484,-122.7707142,3,2,"[3,2]"
"1233 DEWAR WAY, Port Coquitlam, BC, Canada",49.236214,-122.7871449,0,1,"[0,1]"
"2459 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23527199999999,-122.7798831,2,1,"[2,1]"
"1280 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.23677199999999,-122.7812913,1,1,"[1,1]"
"1226 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2358135,-122.7710896,3,1,"[3,1]"
"962 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.231817,-122.7914243,0,0,"[0,0]"
"2325 COLONIAL DR, Port Coquitlam, BC, Canada",49.2336856,-122.7799977,2,1,"[2,1]"
"2659 PIONEER WAY, Port Coquitlam, BC, Canada",49.2350076,-122.7872479,0,1,"[0,1]"
"843 BAILEY CRT, Port Coquitlam, BC, Canada",49.2347557,-122.7842832,1,1,"[1,1]"
"1238 YARMOUTH ST, Port Coquitlam, BC, Canada",49.235845,-122.7730769,3,1,"[3,1]"
"1455 DELIA DR, Port Coquitlam, BC, Canada",49.2418571,-122.7802037,2,2,"[2,2]"
"2060 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2402338,-122.7733402,3,2,"[3,2]"
"2687 FORTRESS DR, Port Coquitlam, BC, Canada",49.2292808,-122.7888215,0,0,"[0,0]"
"1910 RODGER AVE, Port Coquitlam, BC, Canada",49.2416697,-122.7695255,3,2,"[3,2]"
"1947 RODGER AVE, Port Coquitlam, BC, Canada",49.242038,-122.7703164,3,2,"[3,2]"
"1024 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2320614,-122.7738345,3,0,"[3,0]"
"1261 ROYAL CRT, Port Coquitlam, BC, Canada",49.23671,-122.7839337,1,1,"[1,1]"
"2330 NOTTINGHAM PL, Port Coquitlam, BC, Canada",49.236586,-122.777471,2,1,"[2,1]"
"1137 YARMOUTH ST, Port Coquitlam, BC, Canada",49.234108,-122.773482,3,1,"[3,1]"
"1482 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2417704,-122.773939,3,2,"[3,2]"
"753 CITADEL DR, Port Coquitlam, BC, Canada",49.228791,-122.7916095,0,0,"[0,0]"
"2651 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2304314,-122.7886848,0,0,"[0,0]"
"1154 HOMESTEADER CRT, Port Coquitlam, BC, Canada",49.233276,-122.7867056,1,0,"[1,0]"
"1490 KNAPPEN ST, Port Coquitlam, BC, Canada",49.24198939999999,-122.7722774,3,2,"[3,2]"
"1965 RODGER AVE, Port Coquitlam, BC, Canada",49.242023,-122.7709197,3,2,"[3,2]"
"1446 WESTERN DR, Port Coquitlam, BC, Canada",49.2407426,-122.783425,1,2,"[1,2]"
"2076 CLARE PL, Port Coquitlam, BC, Canada",49.240616,-122.775067,2,2,"[2,2]"
"1932 YUKON AVE, Port Coquitlam, BC, Canada",49.2379684,-122.7708582,3,1,"[3,1]"
"1916 YUKON AVE, Port Coquitlam, BC, Canada",49.2379383,-122.7701184,3,1,"[3,1]"
"2177 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.231224,-122.776918,2,0,"[2,0]"
"2619 PIONEER WAY, Port Coquitlam, BC, Canada",49.2346797,-122.7854968,1,1,"[1,1]"
"2457 COLONIAL DR, Port Coquitlam, BC, Canada",49.2349715,-122.7822171,1,1,"[1,1]"
"1261 YARMOUTH ST, Port Coquitlam, BC, Canada",49.236422,-122.773602,3,1,"[3,1]"
"1818 EUREKA AVE, Port Coquitlam, BC, Canada",49.2374132,-122.7671773,4,1,"[4,1]"
"981 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.232386,-122.790485,0,0,"[0,0]"
"2525 PALISADE CRES, Port Coquitlam, BC, Canada",49.2308372,-122.7840745,1,0,"[1,0]"
"872 CITADEL DR, Port Coquitlam, BC, Canada",49.23160110000001,-122.7855686,1,0,"[1,0]"
"1130 HOMESTEADER CRT, Port Coquitlam, BC, Canada",49.23304719999999,-122.7867826,1,0,"[1,0]"
"1877 HARBOUR ST, Port Coquitlam, BC, Canada",49.236249,-122.7691652,3,1,"[3,1]"
"1450 JUNE CRES, Port Coquitlam, BC, Canada",49.2406335,-122.7858531,1,2,"[1,2]"
"1322 WESTERN PL, Port Coquitlam, BC, Canada",49.239793,-122.784368,1,2,"[1,2]"
"1321 WESTERN PL, Port Coquitlam, BC, Canada",49.2393814,-122.7842223,1,2,"[1,2]"
"1246 FLETCHER WAY, Port Coquitlam, BC, Canada",49.236884,-122.789002,0,1,"[0,1]"
"1260 COUTTS PL, Port Coquitlam, BC, Canada",49.2371925,-122.7877573,0,1,"[0,1]"
"2670 PIONEER WAY, Port Coquitlam, BC, Canada",49.2341812,-122.7873395,0,1,"[0,1]"
"1275 BRADSHAW ST, Port Coquitlam, BC, Canada",49.23772,-122.770364,3,1,"[3,1]"
"945 CITADEL DR, Port Coquitlam, BC, Canada",49.232709,-122.7822295,1,0,"[1,0]"
"863 PALADIN TERR, Port Coquitlam, BC, Canada",49.2308422,-122.785171,1,0,"[1,0]"
"969 CITADEL DR, Port Coquitlam, BC, Canada",49.2328743,-122.7814328,1,0,"[1,0]"
"2397 COLONIAL DR, Port Coquitlam, BC, Canada",49.2339661,-122.7810635,1,1,"[1,1]"
"1443 CLAUDIA PL, Port Coquitlam, BC, Canada",49.24096549999999,-122.7796657,2,2,"[2,2]"
"2045 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405556,-122.7727469,3,2,"[3,2]"
"1168 COUTTS WAY, Port Coquitlam, BC, Canada",49.2353406,-122.7881487,0,1,"[0,1]"
"1248 GATEWAY PL, Port Coquitlam, BC, Canada",49.2364087,-122.7757571,2,1,"[2,1]"
"2677 FORTRESS DR, Port Coquitlam, BC, Canada",49.2289965,-122.7898527,0,0,"[0,0]"
"1142 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2345955,-122.7895146,0,1,"[0,1]"
"1828 YUKON AVE, Port Coquitlam, BC, Canada",49.237963,-122.767815,4,1,"[4,1]"
"1479 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.2420021,-122.7750194,2,2,"[2,2]"
"1266 BENNECK WAY, Port Coquitlam, BC, Canada",49.237036,-122.7866949,1,1,"[1,1]"
"1258 BRADSHAW ST, Port Coquitlam, BC, Canada",49.237161,-122.7708936,3,1,"[3,1]"
"1161 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2348021,-122.773432,3,1,"[3,1]"
"1430 STEWART PL, Port Coquitlam, BC, Canada",49.2408671,-122.7699602,3,2,"[3,2]"
"1356 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2380347,-122.7728617,3,1,"[3,1]"
"1840 JACANA AVE, Port Coquitlam, BC, Canada",49.2387439,-122.7680325,4,1,"[4,1]"
"2688 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2305477,-122.7898485,0,0,"[0,0]"
"2634 HOMESTEADER WAY, Port Coquitlam, BC, Canada",49.2329216,-122.7879572,0,0,"[0,0]"
"1854 EUREKA AVE, Port Coquitlam, BC, Canada",49.237054,-122.768058,4,1,"[4,1]"
"1112 CASTLE CRES, Port Coquitlam, BC, Canada",49.23233459999999,-122.7771485,2,0,"[2,0]"
"2183 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.23163599999999,-122.7768089,2,0,"[2,0]"
"1959 EUREKA AVE, Port Coquitlam, BC, Canada",49.236538,-122.771008,3,1,"[3,1]"
"1256 GATEWAY PL, Port Coquitlam, BC, Canada",49.2366,-122.77552,2,1,"[2,1]"
"1269 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2366564,-122.7735883,3,1,"[3,1]"
"948 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.23121399999999,-122.7917779,0,0,"[0,0]"
"1136 SETTLERS CRT, Port Coquitlam, BC, Canada",49.2337268,-122.7861247,1,1,"[1,1]"
"1438 JUNE CRES, Port Coquitlam, BC, Canada",49.2403255,-122.7865422,1,2,"[1,2]"
"1496 MARY HILL LANE, Port Coquitlam, BC, Canada",49.2419277,-122.7873736,0,2,"[0,2]"
