,lat,long,gridX,gridY,grid
"1321 WINDSOR AVE, Port Coquitlam, BC, Canada",49.2816408,-122.7515221,6,9,"[6,9]"
"3875 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.2809538,-122.7669138,4,9,"[4,9]"
"1381 LINCOLN DR, Port Coquitlam, BC, Canada",49.2787039,-122.7532327,6,8,"[6,8]"
"3854 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2809957,-122.7555856,6,9,"[6,9]"
"3843 AZALEA PL, Port Coquitlam, BC, Canada",49.2815008,-122.7631059,4,9,"[4,9]"
"1250 LINCOLN DR, Port Coquitlam, BC, Canada",49.281538,-122.750538,7,9,"[7,9]"
"3924 OXFORD ST, Port Coquitlam, BC, Canada",49.2826531,-122.7668659,4,9,"[4,9]"
"3972 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.283617,-122.7556,6,9,"[6,9]"
"848 ESSEX AVE, Port Coquitlam, BC, Canada",49.2801573,-122.7371692,9,9,"[9,9]"
"3825 HAMILTON ST, Port Coquitlam, BC, Canada",49.280909,-122.7361887,9,9,"[9,9]"
"1858 GALER WAY, Port Coquitlam, BC, Canada",49.2825972,-122.7659413,4,9,"[4,9]"
"3842 SEFTON ST, Port Coquitlam, BC, Canada",49.2813078,-122.7571662,5,9,"[5,9]"
"1843 WINDERMERE AVE, Port Coquitlam, BC, Canada",49.2795113,-122.7657374,4,8,"[4,8]"
"1744 WINDERMERE AVE, Port Coquitlam, BC, Canada",49.27923560000001,-122.7632064,4,8,"[4,8]"
"3806 RICHMOND ST, Port Coquitlam, BC, Canada",49.2804168,-122.7391676,8,9,"[8,9]"
"1222 WINDSOR AVE, Port Coquitlam, BC, Canada",49.2812151,-122.7490986,7,9,"[7,9]"
"1796 WINDERMERE AVE, Port Coquitlam, BC, Canada",49.27918529999999,-122.7645337,4,8,"[4,8]"
"3750 SUTHERLAND ST, Port Coquitlam, BC, Canada",49.2792691,-122.753267,6,8,"[6,8]"
"3760 OAKDALE ST, Port Coquitlam, BC, Canada",49.2798769,-122.7429955,8,8,"[8,8]"
"1787 MARCH WAY, Port Coquitlam, BC, Canada",49.2837217,-122.7642042,4,9,"[4,9]"
"3877 MARCH PL, Port Coquitlam, BC, Canada",49.281885,-122.763242,4,9,"[4,9]"
"917 RICHMOND PL, Port Coquitlam, BC, Canada",49.2822642,-122.7399464,8,9,"[8,9]"
"4064 WEDGEWOOD ST, Port Coquitlam, BC, Canada",49.2849157,-122.7452645,7,9,"[7,9]"
"1725 HEATHER AVE, Port Coquitlam, BC, Canada",49.2804958,-122.7632005,4,9,"[4,9]"
"954 SOMERSET PL, Port Coquitlam, BC, Canada",49.28026,-122.7412894,8,9,"[8,9]"
"1588 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.2840241,-122.7584992,5,9,"[5,9]"
"3959 ROBIN PL, Port Coquitlam, BC, Canada",49.2832409,-122.759098,5,9,"[5,9]"
"1046 VICTORIA DR, Port Coquitlam, BC, Canada",49.285395,-122.743421,8,9,"[8,9]"
"4040 MARS PL, Port Coquitlam, BC, Canada",49.28435169999999,-122.7365851,9,9,"[9,9]"
"1731 CHALMERS AVE, Port Coquitlam, BC, Canada",49.2855173,-122.7628786,5,9,"[5,9]"
"3816 VINCENT ST, Port Coquitlam, BC, Canada",49.2804472,-122.7586177,5,9,"[5,9]"
"3768 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.280068,-122.7556309,6,9,"[6,9]"
"3957 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2832576,-122.7620415,5,9,"[5,9]"
"1363 WINDSOR AVE, Port Coquitlam, BC, Canada",49.2816286,-122.7526751,6,9,"[6,9]"
"1365 APEL DR, Port Coquitlam, BC, Canada",49.2845627,-122.7522932,6,9,"[6,9]"
"907 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.28420999999999,-122.73953,8,9,"[8,9]"
"1835 WINDERMERE AVE, Port Coquitlam, BC, Canada",49.2796027,-122.7653109,4,8,"[4,8]"
"3667 BLOOMFIELD PL, Port Coquitlam, BC, Canada",49.2785695,-122.7521228,6,8,"[6,8]"
"1350 SUTHERLAND AVE, Port Coquitlam, BC, Canada",49.2798363,-122.7519014,6,8,"[6,8]"
"3930 AMBLESIDE CLOSE, Port Coquitlam, BC, Canada",49.2824232,-122.7451711,7,9,"[7,9]"
"1584 CHARLETON CRT, Port Coquitlam, BC, Canada",49.2797944,-122.7588591,5,8,"[5,8]"
"1369 LINCOLN DR, Port Coquitlam, BC, Canada",49.2788617,-122.7527368,6,8,"[6,8]"
"1245 HALIFAX AVE, Port Coquitlam, BC, Canada",49.2809283,-122.7495823,7,9,"[7,9]"
"3721 EVERGREEN ST, Port Coquitlam, BC, Canada",49.2790268,-122.7446939,8,8,"[8,8]"
"3830 SOMERSET ST, Port Coquitlam, BC, Canada",49.28107749999999,-122.7401948,8,9,"[8,9]"
"3739 SKYE PL, Port Coquitlam, BC, Canada",49.2792119,-122.7363978,9,8,"[9,8]"
"3864 ULSTER ST, Port Coquitlam, BC, Canada",49.28155899999999,-122.7542971,6,9,"[6,9]"
"1256 PLYMOUTH CRES, Port Coquitlam, BC, Canada",49.2848868,-122.7484212,7,9,"[7,9]"
"3984 ST THOMAS ST, Port Coquitlam, BC, Canada",49.2836149,-122.7343032,9,9,"[9,9]"
"3722 OXFORD ST, Port Coquitlam, BC, Canada",49.278803,-122.7669766,4,8,"[4,8]"
"3789 ULSTER ST, Port Coquitlam, BC, Canada",49.28018059999999,-122.7549983,6,9,"[6,9]"
"3742 EVERGREEN ST, Port Coquitlam, BC, Canada",49.2794776,-122.744112,8,8,"[8,8]"
"3818 SOMERSET ST, Port Coquitlam, BC, Canada",49.280749,-122.740193,8,9,"[8,9]"
"3784 ST THOMAS ST, Port Coquitlam, BC, Canada",49.2800217,-122.7341111,9,9,"[9,9]"
"3809 INVERNESS ST, Port Coquitlam, BC, Canada",49.28057949999999,-122.7374608,9,9,"[9,9]"
"1643 RENTON AVE, Port Coquitlam, BC, Canada",49.2836444,-122.7601292,5,9,"[5,9]"
"1422 BRAKEN CRT, Port Coquitlam, BC, Canada",49.2844876,-122.7541353,6,9,"[6,9]"
"4040 CEDAR DR, Port Coquitlam, BC, Canada",49.28418569999999,-122.7354348,9,9,"[9,9]"
"3757 CEDAR DR, Port Coquitlam, BC, Canada",49.2794113,-122.7392371,8,8,"[8,8]"
"1255 WINDSOR AVE, Port Coquitlam, BC, Canada",49.28163,-122.749904,7,9,"[7,9]"
"3772 ULSTER ST, Port Coquitlam, BC, Canada",49.28023200000001,-122.754329,6,9,"[6,9]"
"1350 HALIFAX AVE, Port Coquitlam, BC, Canada",49.2804743,-122.7522638,6,9,"[6,9]"
"1838 MARCH WAY, Port Coquitlam, BC, Canada",49.2833221,-122.7653207,4,9,"[4,9]"
"3948 SEFTON ST, Port Coquitlam, BC, Canada",49.2831351,-122.7570956,5,9,"[5,9]"
"1263 PLYMOUTH CRES, Port Coquitlam, BC, Canada",49.2852565,-122.7485128,7,9,"[7,9]"
"3891 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.2803961,-122.7665775,4,9,"[4,9]"
"3831 BROOM PL, Port Coquitlam, BC, Canada",49.2811326,-122.7642631,4,9,"[4,9]"
"3759 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2797964,-122.7620563,5,8,"[5,8]"
"1851 MYRTLE WAY, Port Coquitlam, BC, Canada",49.2822294,-122.7656907,4,9,"[4,9]"
"4059 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2848943,-122.7619117,5,9,"[5,9]"
"4063 WEDGEWOOD ST, Port Coquitlam, BC, Canada",49.2848658,-122.7459789,7,9,"[7,9]"
"970 MANSFIELD CRES, Port Coquitlam, BC, Canada",49.2847029,-122.7427285,8,9,"[8,9]"
"3870 RICHMOND ST, Port Coquitlam, BC, Canada",49.2818327,-122.7390737,8,9,"[8,9]"
"3923 HAMILTON ST, Port Coquitlam, BC, Canada",49.2825552,-122.7360618,9,9,"[9,9]"
"3951 ST THOMAS ST, Port Coquitlam, BC, Canada",49.2830525,-122.734818,9,9,"[9,9]"
"1284 VICTORIA DR, Port Coquitlam, BC, Canada",49.28554399999999,-122.7499776,7,9,"[7,9]"
"3818 AZALEA PL, Port Coquitlam, BC, Canada",49.2808353,-122.7625513,5,9,"[5,9]"
"3817 ULSTER ST, Port Coquitlam, BC, Canada",49.2807633,-122.7549774,6,9,"[6,9]"
"791 PAISLEY AVE, Port Coquitlam, BC, Canada",49.27983829999999,-122.7356641,9,8,"[9,8]"
"3947 PIMLICO PL, Port Coquitlam, BC, Canada",49.2827351,-122.7524005,6,9,"[6,9]"
"3952 INVERNESS ST, Port Coquitlam, BC, Canada",49.2830673,-122.7368624,9,9,"[9,9]"
"3720 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2791783,-122.755642,6,8,"[6,8]"
"4058 LIVERPOOL ST, Port Coquitlam, BC, Canada",49.2848625,-122.7599221,5,9,"[5,9]"
"4049 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2846675,-122.7619282,5,9,"[5,9]"
"928 HUBER DR, Port Coquitlam, BC, Canada",49.28456500000001,-122.740329,8,9,"[8,9]"
"3719 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.27876879999999,-122.7565114,6,8,"[6,8]"
"3763 BRACEWELL CRT, Port Coquitlam, BC, Canada",49.2795108,-122.7526464,6,8,"[6,8]"
"1373 HALIFAX AVE, Port Coquitlam, BC, Canada",49.280916,-122.7529991,6,9,"[6,9]"
"1331 SUTHERLAND AVE, Port Coquitlam, BC, Canada",49.2802108,-122.751142,6,9,"[6,9]"
"1336 LINCOLN DR, Port Coquitlam, BC, Canada",49.2798033,-122.7506119,7,8,"[7,8]"
"3733 SOMERSET ST, Port Coquitlam, BC, Canada",49.2790076,-122.7408523,8,8,"[8,8]"
"1834 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.2841104,-122.7654896,4,9,"[4,9]"
"1841 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.2845465,-122.7655117,4,9,"[4,9]"
"1724 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.2841049,-122.7624429,5,9,"[5,9]"
"3953 MARCH WAY, Port Coquitlam, BC, Canada",49.28314,-122.763622,4,9,"[4,9]"
"3925 SEFTON ST, Port Coquitlam, BC, Canada",49.2826229,-122.7578496,5,9,"[5,9]"
"1430 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.28377949999999,-122.7539931,6,9,"[6,9]"
"3733 KILLARNEY ST, Port Coquitlam, BC, Canada",49.2790158,-122.7424987,8,8,"[8,8]"
"3965 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2835245,-122.7564666,6,9,"[6,9]"
"4042 JOSEPH PL, Port Coquitlam, BC, Canada",49.2845084,-122.7341406,9,9,"[9,9]"
"835 HUBER DR, Port Coquitlam, BC, Canada",49.2850866,-122.7376186,9,9,"[9,9]"
"3806 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.2806503,-122.7648041,4,9,"[4,9]"
"1573 CHARLETON CRT, Port Coquitlam, BC, Canada",49.280119,-122.7588138,5,9,"[5,9]"
"1260 VICTORIA DR, Port Coquitlam, BC, Canada",49.2855636,-122.7485226,7,9,"[7,9]"
"3758 OXFORD ST, Port Coquitlam, BC, Canada",49.2797746,-122.7668595,4,8,"[4,8]"
"3776 SEFTON ST, Port Coquitlam, BC, Canada",49.280169,-122.757099,5,9,"[5,9]"
"3755 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2795294,-122.7564884,6,8,"[6,8]"
"3730 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2794487,-122.7556625,6,8,"[6,8]"
"3824 KILLARNEY ST, Port Coquitlam, BC, Canada",49.28037399999999,-122.7418503,8,9,"[8,9]"
"3809 ST THOMAS ST, Port Coquitlam, BC, Canada",49.2805879,-122.7348411,9,9,"[9,9]"
"1820 MYRTLE WAY, Port Coquitlam, BC, Canada",49.28189219999999,-122.76494,4,9,"[4,9]"
"1738 MYRTLE WAY, Port Coquitlam, BC, Canada",49.2823704,-122.7626013,5,9,"[5,9]"
"3855 WELLINGTON ST, Port Coquitlam, BC, Canada",49.28139789999999,-122.7620367,5,9,"[5,9]"
"1816 HEATHER AVE, Port Coquitlam, BC, Canada",49.2801176,-122.7649291,4,9,"[4,9]"
"1653 LINCOLN AVE, Port Coquitlam, BC, Canada",49.27875599999999,-122.760382,5,8,"[5,8]"
"3762 SEFTON ST, Port Coquitlam, BC, Canada",49.2798262,-122.7571497,5,8,"[5,8]"
"4052 LIVERPOOL ST, Port Coquitlam, BC, Canada",49.2846645,-122.7598777,5,9,"[5,9]"
"1219 WINDSOR AVE, Port Coquitlam, BC, Canada",49.28164090000001,-122.7488622,7,9,"[7,9]"
"876 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.283544,-122.7389397,9,9,"[9,9]"
"1380 HALIFAX AVE, Port Coquitlam, BC, Canada",49.28048709999999,-122.7530596,6,9,"[6,9]"
"1222 HALIFAX AVE, Port Coquitlam, BC, Canada",49.280508,-122.749323,7,9,"[7,9]"
"3843 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.2815187,-122.7649995,4,9,"[4,9]"
"3936 GALER WAY, Port Coquitlam, BC, Canada",49.2827241,-122.7639967,4,9,"[4,9]"
"1772 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.28411639999999,-122.7639388,4,9,"[4,9]"
"1787 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.2845175,-122.764071,4,9,"[4,9]"
"4051 SEFTON ST, Port Coquitlam, BC, Canada",49.2847054,-122.7577694,5,9,"[5,9]"
"4023 SEFTON ST, Port Coquitlam, BC, Canada",49.2839271,-122.7578476,5,9,"[5,9]"
"3754 KILLARNEY ST, Port Coquitlam, BC, Canada",49.2793413,-122.7417536,8,8,"[8,8]"
"3887 ROBIN PL, Port Coquitlam, BC, Canada",49.2819361,-122.7592307,5,9,"[5,9]"
"1531 CHELSEA AVE, Port Coquitlam, BC, Canada",49.28227769999999,-122.7571817,5,9,"[5,9]"
"981 RAYMOND AVE, Port Coquitlam, BC, Canada",49.2812876,-122.7421818,8,9,"[8,9]"
"3923 ST THOMAS ST, Port Coquitlam, BC, Canada",49.28257,-122.7347596,9,9,"[9,9]"
"1856 WINDERMERE AVE, Port Coquitlam, BC, Canada",49.2797232,-122.7663249,4,8,"[4,8]"
"1670 WINDERMERE PL, Port Coquitlam, BC, Canada",49.2792262,-122.7607493,5,8,"[5,8]"
"1265 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.2845926,-122.7492072,7,9,"[7,9]"
"967 MANSFIELD CRES, Port Coquitlam, BC, Canada",49.2851363,-122.7422017,8,9,"[8,9]"
"3848 ST THOMAS ST, Port Coquitlam, BC, Canada",49.28144,-122.7341551,9,9,"[9,9]"
"4079 DUNPHY ST, Port Coquitlam, BC, Canada",49.2855569,-122.7663648,4,9,"[4,9]"
"4088 LIVERPOOL ST, Port Coquitlam, BC, Canada",49.2856248,-122.759893,5,9,"[5,9]"
"750 VICTORIA DR, Port Coquitlam, BC, Canada",49.28548199999999,-122.7359551,9,9,"[9,9]"
"3827 VINCENT ST, Port Coquitlam, BC, Canada",49.2806103,-122.7592196,5,9,"[5,9]"
"3735 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2790933,-122.7564661,6,8,"[6,8]"
"3833 KILLARNEY ST, Port Coquitlam, BC, Canada",49.28055459999999,-122.7423969,8,9,"[8,9]"
"3832 INVERNESS ST, Port Coquitlam, BC, Canada",49.2810841,-122.7368591,9,9,"[9,9]"
"3980 OXFORD ST, Port Coquitlam, BC, Canada",49.2838324,-122.7669201,4,9,"[4,9]"
"1622 BIRKSHIRE PL, Port Coquitlam, BC, Canada",49.285069,-122.759397,5,9,"[5,9]"
"3883 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2819326,-122.7620331,5,9,"[5,9]"
"1693 KENT AVE, Port Coquitlam, BC, Canada",49.28099419999999,-122.7613555,5,9,"[5,9]"
"818 ESSEX AVE, Port Coquitlam, BC, Canada",49.2801757,-122.7364143,9,9,"[9,9]"
"1829 MARCH WAY, Port Coquitlam, BC, Canada",49.2837306,-122.7651511,4,9,"[4,9]"
"4039 DUNPHY ST, Port Coquitlam, BC, Canada",49.2845243,-122.7663623,4,9,"[4,9]"
"1511 CHELSEA AVE, Port Coquitlam, BC, Canada",49.2822788,-122.7564817,6,9,"[6,9]"
"1410 TORONTO PL, Port Coquitlam, BC, Canada",49.2850539,-122.7534695,6,9,"[6,9]"
"1248 CHELSEA AVE, Port Coquitlam, BC, Canada",49.282017,-122.7495735,7,9,"[7,9]"
"3856 INVERNESS ST, Port Coquitlam, BC, Canada",49.2816123,-122.73684,9,9,"[9,9]"
"3873 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.2810829,-122.766926,4,9,"[4,9]"
"3782 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2802336,-122.7613785,5,9,"[5,9]"
"3786 SOMERSET ST, Port Coquitlam, BC, Canada",49.2798876,-122.7402432,8,9,"[8,9]"
"1233 LINCOLN DR, Port Coquitlam, BC, Canada",49.28177729999999,-122.7512322,6,9,"[6,9]"
"937 RAYMOND AVE, Port Coquitlam, BC, Canada",49.281391,-122.7406025,8,9,"[8,9]"
"3907 CEDAR DR, Port Coquitlam, BC, Canada",49.2824628,-122.738766,9,9,"[9,9]"
"3759 LIVERPOOL ST, Port Coquitlam, BC, Canada",49.2800153,-122.7603933,5,9,"[5,9]"
"3762 SUTHERLAND ST, Port Coquitlam, BC, Canada",49.27961,-122.7532599,6,8,"[6,8]"
"3734 OAKDALE ST, Port Coquitlam, BC, Canada",49.2793569,-122.7430981,8,8,"[8,8]"
"1820 GALER WAY, Port Coquitlam, BC, Canada",49.282546,-122.764955,4,9,"[4,9]"
"3845 SEFTON ST, Port Coquitlam, BC, Canada",49.28130669999999,-122.7578661,5,9,"[5,9]"
"1346 VICTORIA DR, Port Coquitlam, BC, Canada",49.28551700000001,-122.7517346,6,9,"[6,9]"
"3816 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2804115,-122.7613765,5,9,"[5,9]"
"3739 BRACEWELL CRT, Port Coquitlam, BC, Canada",49.27936800000001,-122.751947,6,8,"[6,8]"
"1355 HALIFAX AVE, Port Coquitlam, BC, Canada",49.280916,-122.7525,6,9,"[6,9]"
"3759 HAMILTON ST, Port Coquitlam, BC, Canada",49.2795235,-122.7355568,9,8,"[9,8]"
"3822 RICHMOND ST, Port Coquitlam, BC, Canada",49.2808138,-122.739073,8,9,"[8,9]"
"3981 PIMLICO PL, Port Coquitlam, BC, Canada",49.2831158,-122.7523758,6,9,"[6,9]"
"1181 ALDERWOOD AVE, Port Coquitlam, BC, Canada",49.283445,-122.747048,7,9,"[7,9]"
"4049 MARS PL, Port Coquitlam, BC, Canada",49.284389,-122.7373738,9,9,"[9,9]"
"3747 ULSTER ST, Port Coquitlam, BC, Canada",49.27941999999999,-122.7550214,6,8,"[6,8]"
"3776 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.280182,-122.755631,6,9,"[6,9]"
"1383 SUTHERLAND AVE, Port Coquitlam, BC, Canada",49.2802077,-122.7532415,6,9,"[6,9]"
"3814 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2805122,-122.7557197,6,9,"[6,9]"
"1490 APEL DR, Port Coquitlam, BC, Canada",49.2817333,-122.7549928,6,9,"[6,9]"
"4083 WEDGEWOOD ST, Port Coquitlam, BC, Canada",49.2852882,-122.7459049,7,9,"[7,9]"
"969 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.2841865,-122.7426802,8,9,"[8,9]"
"3854 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.281103,-122.765987,4,9,"[4,9]"
"1718 HEATHER AVE, Port Coquitlam, BC, Canada",49.28012349999999,-122.76256,5,9,"[5,9]"
"1671 WINDERMERE PL, Port Coquitlam, BC, Canada",49.2797008,-122.7606852,5,8,"[5,8]"
"3724 ULSTER ST, Port Coquitlam, BC, Canada",49.278935,-122.7543471,6,8,"[6,8]"
"1268 LINCOLN DR, Port Coquitlam, BC, Canada",49.28106649999999,-122.7505414,7,9,"[7,9]"
"1658 GREENMOUNT AVE, Port Coquitlam, BC, Canada",49.2840338,-122.7610645,5,9,"[5,9]"
"3931 VICTORIA PL, Port Coquitlam, BC, Canada",49.2828148,-122.7550756,6,9,"[6,9]"
"3843 TORONTO ST, Port Coquitlam, BC, Canada",49.2813721,-122.7538994,6,9,"[6,9]"
"3917 AMBLESIDE CLOSE, Port Coquitlam, BC, Canada",49.28229899999999,-122.746343,7,9,"[7,9]"
"1555 CHARLETON CRT, Port Coquitlam, BC, Canada",49.2801025,-122.7581692,5,9,"[5,9]"
"4032 TORONTO ST, Port Coquitlam, BC, Canada",49.2842259,-122.7528261,6,9,"[6,9]"
"4035 DERBY CRT, Port Coquitlam, BC, Canada",49.2848392,-122.752333,6,9,"[6,9]"
"1140 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.28372599999999,-122.7459649,7,9,"[7,9]"
"850 HUBER DR, Port Coquitlam, BC, Canada",49.28463,-122.738002,9,9,"[9,9]"
"1329 HALIFAX AVE, Port Coquitlam, BC, Canada",49.2809253,-122.751682,6,9,"[6,9]"
"3956 OXFORD ST, Port Coquitlam, BC, Canada",49.2833474,-122.7669124,4,9,"[4,9]"
"3849 HAMILTON ST, Port Coquitlam, BC, Canada",49.2814353,-122.7361423,9,9,"[9,9]"
"849 PAISLEY AVE, Port Coquitlam, BC, Canada",49.27988029999999,-122.737176,9,8,"[9,8]"
"1759 RENTON WAY, Port Coquitlam, BC, Canada",49.283685,-122.7632751,4,9,"[4,9]"
"884 VICTORIA DR, Port Coquitlam, BC, Canada",49.285485,-122.738953,9,9,"[9,9]"
"3835 TORONTO ST, Port Coquitlam, BC, Canada",49.2811628,-122.7538609,6,9,"[6,9]"
"3786 CEDAR DR, Port Coquitlam, BC, Canada",49.2799229,-122.738103,9,9,"[9,9]"
"4067 COAST MERIDIAN RD, Port Coquitlam, BC, Canada",49.2850677,-122.7564593,6,9,"[6,9]"
"816 HUBER DR, Port Coquitlam, BC, Canada",49.284628,-122.737111,9,9,"[9,9]"
"3884 CLEMATIS CRES, Port Coquitlam, BC, Canada",49.2804824,-122.7657672,4,9,"[4,9]"
"1649 KENT AVE, Port Coquitlam, BC, Canada",49.281063,-122.7597371,5,9,"[5,9]"
"1533 KENT AVE, Port Coquitlam, BC, Canada",49.28105129999999,-122.7569543,5,9,"[5,9]"
"1752 CHALMERS AVE, Port Coquitlam, BC, Canada",49.2851013,-122.7633503,4,9,"[4,9]"
"3952 HAMILTON ST, Port Coquitlam, BC, Canada",49.283053,-122.7354961,9,9,"[9,9]"
"862 VICTORIA DR, Port Coquitlam, BC, Canada",49.285508,-122.7382447,9,9,"[9,9]"
"1625 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2787487,-122.7595755,5,8,"[5,8]"
"1842 CHALMERS AVE, Port Coquitlam, BC, Canada",49.2850841,-122.7653542,4,9,"[4,9]"
"3922 ROBIN PL, Port Coquitlam, BC, Canada",49.2825863,-122.7584405,5,9,"[5,9]"
"1382 WINDSOR AVE, Port Coquitlam, BC, Canada",49.281204,-122.752997,6,9,"[6,9]"
"1346 WINDSOR AVE, Port Coquitlam, BC, Canada",49.281204,-122.751998,6,9,"[6,9]"
"3962 PIMLICO PL, Port Coquitlam, BC, Canada",49.2828652,-122.7517127,6,9,"[6,9]"
"1419 LYNWOOD AVE, Port Coquitlam, BC, Canada",49.2841805,-122.7541254,6,9,"[6,9]"
"1172 ALDERWOOD AVE, Port Coquitlam, BC, Canada",49.2830603,-122.7470582,7,9,"[7,9]"
"1133 ALDERWOOD AVE, Port Coquitlam, BC, Canada",49.283444,-122.745716,7,9,"[7,9]"
"4024 MARS PL, Port Coquitlam, BC, Canada",49.283964,-122.737159,9,9,"[9,9]"
"1040 VICTORIA DR, Port Coquitlam, BC, Canada",49.28554010000001,-122.7428826,8,9,"[8,9]"
"3768 ULSTER ST, Port Coquitlam, BC, Canada",49.280122,-122.754331,6,9,"[6,9]"
"3832 HAMILTON ST, Port Coquitlam, BC, Canada",49.2811272,-122.7356144,9,9,"[9,9]"
"3876 MARCH PL, Port Coquitlam, BC, Canada",49.281903,-122.7625382,5,9,"[5,9]"
"4091 WEDGEWOOD ST, Port Coquitlam, BC, Canada",49.2854486,-122.7459579,7,9,"[7,9]"
"3825 AZALEA PL, Port Coquitlam, BC, Canada",49.2809524,-122.7630451,4,9,"[4,9]"
"1281 PLYMOUTH CRES, Port Coquitlam, BC, Canada",49.284964,-122.7505475,7,9,"[7,9]"
"3738 SUTHERLAND ST, Port Coquitlam, BC, Canada",49.27893400000001,-122.753249,6,8,"[6,8]"
"3823 TORONTO ST, Port Coquitlam, BC, Canada",49.280758,-122.7538795,6,9,"[6,9]"
"3743 EVERGREEN ST, Port Coquitlam, BC, Canada",49.2795606,-122.7446872,8,8,"[8,8]"
"3882 SEFTON ST, Port Coquitlam, BC, Canada",49.2817507,-122.7571537,5,9,"[5,9]"
"1425 APEL DR, Port Coquitlam, BC, Canada",49.283137,-122.754161,6,9,"[6,9]"
"4070 SEFTON ST, Port Coquitlam, BC, Canada",49.2852634,-122.7571092,5,9,"[5,9]"
"3808 ULSTER ST, Port Coquitlam, BC, Canada",49.28061779999999,-122.7543206,6,9,"[6,9]"
"4037 TORONTO ST, Port Coquitlam, BC, Canada",49.2842931,-122.7534927,6,9,"[6,9]"
"1328 WINDSOR AVE, Port Coquitlam, BC, Canada",49.281205,-122.75167,6,9,"[6,9]"
"1090 VICTORIA DR, Port Coquitlam, BC, Canada",49.285186,-122.744509,8,9,"[8,9]"
"3808 HAMILTON ST, Port Coquitlam, BC, Canada",49.28056549999999,-122.7356043,9,9,"[9,9]"
"3888 ULSTER ST, Port Coquitlam, BC, Canada",49.281979,-122.754291,6,9,"[6,9]"
"1268 PLYMOUTH CRES, Port Coquitlam, BC, Canada",49.2848544,-122.7490805,7,9,"[7,9]"
"3983 ST THOMAS ST, Port Coquitlam, BC, Canada",49.2835821,-122.7348538,9,9,"[9,9]"
"4070 OXFORD ST, Port Coquitlam, BC, Canada",49.285434,-122.7669009,4,9,"[4,9]"
"1272 VICTORIA DR, Port Coquitlam, BC, Canada",49.28551600000001,-122.7492511,7,9,"[7,9]"
"3736 OXFORD ST, Port Coquitlam, BC, Canada",49.2792233,-122.766921,4,8,"[4,8]"
"3757 SEFTON ST, Port Coquitlam, BC, Canada",49.2797541,-122.7578715,5,8,"[5,8]"
"3815 SOMERSET ST, Port Coquitlam, BC, Canada",49.2806755,-122.7407626,8,9,"[8,9]"
"3833 INVERNESS ST, Port Coquitlam, BC, Canada",49.2810637,-122.7374508,9,9,"[9,9]"
"1792 MARCH WAY, Port Coquitlam, BC, Canada",49.28337579999999,-122.7644555,4,9,"[4,9]"
"4059 SEFTON ST, Port Coquitlam, BC, Canada",49.2848658,-122.7578222,5,9,"[5,9]"
"1269 PLYMOUTH CRES, Port Coquitlam, BC, Canada",49.2852693,-122.7493086,7,9,"[7,9]"
"3960 AMBLESIDE CLOSE, Port Coquitlam, BC, Canada",49.282951,-122.745832,7,9,"[7,9]"
"4097 WEDGEWOOD ST, Port Coquitlam, BC, Canada",49.2855777,-122.74597,7,9,"[7,9]"
"1621 KENT AVE, Port Coquitlam, BC, Canada",49.28104099999999,-122.7591691,5,9,"[5,9]"
"1227 HALIFAX AVE, Port Coquitlam, BC, Canada",49.2810058,-122.74906,7,9,"[7,9]"
