,lat,long
"3543 KENNEDY ST, Port Coquitlam, BC, Canada",49.27555419999999,-122.7661969
"1759 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.2644707,-122.7639188
"2252 KINGSWAY AVE, Port Coquitlam, BC, Canada",49.2634233,-122.7783302
"1731 JENSEN AVE, Port Coquitlam, BC, Canada",49.275878,-122.762255
"3337 OXFORD ST, Port Coquitlam, BC, Canada",49.2728692,-122.7675328
"1851 PATRICIA AVE, Port Coquitlam, BC, Canada",49.27670310000001,-122.7655106
"2160 FRASER AVE, Port Coquitlam, BC, Canada",49.2689743,-122.7738186
"2177 CHESTER PL, Port Coquitlam, BC, Canada",49.2734012,-122.774771
"1789 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726182,-122.7642493
"1937 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726488,-122.767947
"3462 OXFORD ST, Port Coquitlam, BC, Canada",49.2743204,-122.7669624
"1821 DORSET AVE, Port Coquitlam, BC, Canada",49.2738749,-122.7647901
"1742 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2721725,-122.7626046
"1885 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2653155,-122.7663479
"3075 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2689972,-122.7756602
"3164 FREY PL, Port Coquitlam, BC, Canada",49.2704721,-122.7657369
"3131 FREY PL, Port Coquitlam, BC, Canada",49.2697955,-122.7656355
"2849 MAXWELL PL, Port Coquitlam, BC, Canada",49.26486389999999,-122.7630337
"3680 ST ANNE ST, Port Coquitlam, BC, Canada",49.2780221,-122.7684907
"1851 FRASER AVE, Port Coquitlam, BC, Canada",49.2694535,-122.7657355
"1977 GRANT AVE, Port Coquitlam, BC, Canada",49.2703123,-122.7695804
"1968 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.270843,-122.769038
"3434 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2744373,-122.7744111
"2146 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.2757956,-122.7721939
"2128 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.2758105,-122.7715179
"1785 JENSEN AVE, Port Coquitlam, BC, Canada",49.2758683,-122.7639565
"3560 KENNEDY ST, Port Coquitlam, BC, Canada",49.275956,-122.765441
"3569 KENNEDY ST, Port Coquitlam, BC, Canada",49.2761857,-122.7661617
"1944 FRASER AVE, Port Coquitlam, BC, Canada",49.269006,-122.7683284
"3552 OXFORD ST, Port Coquitlam, BC, Canada",49.275731,-122.7668945
"2243 MANNING AVE, Port Coquitlam, BC, Canada",49.26857760000001,-122.7762825
"3683 OXFORD ST, Port Coquitlam, BC, Canada",49.2780119,-122.767677
"3676 KENNEDY ST, Port Coquitlam, BC, Canada",49.2777489,-122.7653714
"1948 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.265304,-122.7684781
"1876 FRASER AVE, Port Coquitlam, BC, Canada",49.2688981,-122.7665472
"3139 FLINT ST, Port Coquitlam, BC, Canada",49.26983389999999,-122.7719185
"1918 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709441,-122.7674955
"3361 WINGROVE PL, Port Coquitlam, BC, Canada",49.27306350000001,-122.7681753
"2138 DORSET AVE, Port Coquitlam, BC, Canada",49.2736805,-122.7726409
"2842 MAXWELL PL, Port Coquitlam, BC, Canada",49.264544,-122.762371
"2910 OXFORD ST, Port Coquitlam, BC, Canada",49.2652867,-122.7668559
"3351 EDINBURGH ST, Port Coquitlam, BC, Canada",49.27327709999999,-122.7721345
"1764 MANNING AVE, Port Coquitlam, BC, Canada",49.268034,-122.7634001
"1826 FRASER AVE, Port Coquitlam, BC, Canada",49.2689873,-122.7649729
"2146 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27100420000001,-122.7729747
"2165 STIRLING AVE, Port Coquitlam, BC, Canada",49.277912,-122.772704
"3648 HUGHES PL, Port Coquitlam, BC, Canada",49.2777443,-122.778946
"1958 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.266217,-122.7688549
"1948 MANNING AVE, Port Coquitlam, BC, Canada",49.2680394,-122.7686473
"2120 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2721692,-122.770985
"2385 SCOTT PL, Port Coquitlam, BC, Canada",49.2760627,-122.7789384
"3480 WELLINGTON ST, Port Coquitlam, BC, Canada",49.27444999999999,-122.7613221
"1994 GRANT AVE, Port Coquitlam, BC, Canada",49.2699143,-122.7700403
"2169 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2727177,-122.774582
"2181 LAURIER AVE, Port Coquitlam, BC, Canada",49.27505379999999,-122.773338
"2174 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.2758532,-122.7730541
"1776 DORSET AVE, Port Coquitlam, BC, Canada",49.2732594,-122.7638177
"1738 JENSEN AVE, Port Coquitlam, BC, Canada",49.275403,-122.762454
"2151 FRASER AVE, Port Coquitlam, BC, Canada",49.2695283,-122.773157
"2142 FRASER AVE, Port Coquitlam, BC, Canada",49.268972,-122.7729921
"1697 CHADWICK AVE, Port Coquitlam, BC, Canada",49.2644898,-122.7615914
"1925 MANNING AVE, Port Coquitlam, BC, Canada",49.2685329,-122.7676536
"3340 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.273051,-122.774993
"1929 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27141599999999,-122.767683
"3365 FLINT ST, Port Coquitlam, BC, Canada",49.2735826,-122.7707211
"1759 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2714389,-122.7632558
"1844 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27087299999999,-122.765454
"1820 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27088,-122.764607
"1826 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2721747,-122.7649463
"1875 DORSET AVE, Port Coquitlam, BC, Canada",49.27388269999999,-122.7664365
"1877 FRASER AVE, Port Coquitlam, BC, Canada",49.2694207,-122.7665694
"1790 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.264093,-122.76515
"1934 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2662342,-122.7681216
"2161 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2727571,-122.7740103
"3163 FREY PL, Port Coquitlam, BC, Canada",49.2703281,-122.7663286
"1818 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2721345,-122.7645505
"1821 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726019,-122.7646136
"3342 OXFORD ST, Port Coquitlam, BC, Canada",49.27290800000001,-122.766823
"1738 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2708828,-122.7626651
"1920 MANNING AVE, Port Coquitlam, BC, Canada",49.2680842,-122.7678
"2180 LAURIER AVE, Port Coquitlam, BC, Canada",49.274494,-122.773062
"2950 BRITANNIA CRES, Port Coquitlam, BC, Canada",49.2659618,-122.765709
"2136 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2708853,-122.7721606
"1944 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709452,-122.7683156
"2851 COMMONWEALTH ST, Port Coquitlam, BC, Canada",49.2646852,-122.7656834
"1980 MANNING AVE, Port Coquitlam, BC, Canada",49.2680483,-122.7695938
"3350 EDINBURGH ST, Port Coquitlam, BC, Canada",49.27338839999999,-122.7715515
"3707 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2786798,-122.7620836
"3338 GLASGOW ST, Port Coquitlam, BC, Canada",49.2729801,-122.7728179
"2183 GRANT AVE, Port Coquitlam, BC, Canada",49.2703841,-122.774505
"3154 OXFORD ST, Port Coquitlam, BC, Canada",49.270021,-122.766814
"3269 OXFORD ST, Port Coquitlam, BC, Canada",49.2718862,-122.7675763
"1759 MANNING AVE, Port Coquitlam, BC, Canada",49.26857099999999,-122.763127
"2276 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2710798,-122.777709
"3589 OXFORD ST, Port Coquitlam, BC, Canada",49.2765546,-122.7676423
"3328 OSBORNE ST, Port Coquitlam, BC, Canada",49.2723401,-122.7790781
"1983 MANNING AVE, Port Coquitlam, BC, Canada",49.268552,-122.7697509
"2151 DORSET AVE, Port Coquitlam, BC, Canada",49.2741153,-122.7733629
"1937 DORSET AVE, Port Coquitlam, BC, Canada",49.2741135,-122.7682176
"1776 LAURIER AVE, Port Coquitlam, BC, Canada",49.2746387,-122.7641193
"3676 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2779382,-122.7717942
"3677 FLINT ST, Port Coquitlam, BC, Canada",49.2782401,-122.7707065
"1868 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2648732,-122.765928
"3082 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2690036,-122.7750331
"2130 PATRICIA AVE, Port Coquitlam, BC, Canada",49.276561,-122.7712481
"1920 PATRICIA AVE, Port Coquitlam, BC, Canada",49.27653,-122.769775
"1854 LAURIER AVE, Port Coquitlam, BC, Canada",49.27446699999999,-122.765903
"1834 LAURIER AVE, Port Coquitlam, BC, Canada",49.274473,-122.7652081
"3651 FLINT ST, Port Coquitlam, BC, Canada",49.27751079999999,-122.7707701
"1824 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.26719019999999,-122.7649389
"1945 FRASER AVE, Port Coquitlam, BC, Canada",49.2693897,-122.7684767
"2157 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2770574,-122.7727516
"1825 LAURIER AVE, Port Coquitlam, BC, Canada",49.2750014,-122.7650097
"1790 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2649067,-122.7645696
"3536 OXFORD ST, Port Coquitlam, BC, Canada",49.2753926,-122.7668438
"3558 ST ANNE ST, Port Coquitlam, BC, Canada",49.2759028,-122.768443
"1750 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2648739,-122.7632806
"1738 LAURIER AVE, Port Coquitlam, BC, Canada",49.27452359999999,-122.7627518
"1693 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27141719999999,-122.7615136
"1789 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2664812,-122.7643596
"2156 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2710168,-122.7737704
"1858 SALISBURY AVE, Port Coquitlam, BC, Canada",49.272049,-122.7660041
"1916 FRASER AVE, Port Coquitlam, BC, Canada",49.26891,-122.7674434
"1735 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.267697,-122.7625536
"1777 JENSEN AVE, Port Coquitlam, BC, Canada",49.2758877,-122.7636129
"1951 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2675584,-122.7685994
"3168 FREY PL, Port Coquitlam, BC, Canada",49.270576,-122.765702
"2246 KINGSWAY AVE, Port Coquitlam, BC, Canada",49.2634233,-122.7783302
"1927 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.267625,-122.7678119
"1856 DORSET AVE, Port Coquitlam, BC, Canada",49.27326619999999,-122.7658678
"3625 FLINT ST, Port Coquitlam, BC, Canada",49.27697,-122.7707921
"1773 LAURIER AVE, Port Coquitlam, BC, Canada",49.2750701,-122.7635408
"1786 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2648895,-122.7642778
"1957 GRANT AVE, Port Coquitlam, BC, Canada",49.2702337,-122.7687699
"3372 OSBORNE ST, Port Coquitlam, BC, Canada",49.273195,-122.778722
"3564 GRAHAM ST, Port Coquitlam, BC, Canada",49.2763885,-122.7781934
"3640 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2772888,-122.7614419
"1910 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2662101,-122.7674345
"2178 GRANT AVE, Port Coquitlam, BC, Canada",49.2699194,-122.7744732
"1920 GRANT AVE, Port Coquitlam, BC, Canada",49.269815,-122.767521
"3640 ST ANNE ST, Port Coquitlam, BC, Canada",49.277211,-122.7685096
"2268 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709542,-122.7774581
"2234 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709828,-122.7762782
"3120 CAMBRIDGE ST, Port Coquitlam, BC, Canada",49.2694325,-122.7700128
"1735 LINCOLN AVE, Port Coquitlam, BC, Canada",49.278686,-122.762574
"2155 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2727057,-122.7734758
"1770 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.267126,-122.763902
"2139 FRASER AVE, Port Coquitlam, BC, Canada",49.2693917,-122.7724806
"2959 COVENTRY CRES, Port Coquitlam, BC, Canada",49.2661509,-122.7652542
"1951 MANNING AVE, Port Coquitlam, BC, Canada",49.2685208,-122.7686312
"2137 GRANT AVE, Port Coquitlam, BC, Canada",49.2703774,-122.7723339
"3550 GRAHAM ST, Port Coquitlam, BC, Canada",49.2759838,-122.778212
"1844 DORSET AVE, Port Coquitlam, BC, Canada",49.2733198,-122.7655336
"3430 EDINBURGH ST, Port Coquitlam, BC, Canada",49.27425299999999,-122.7713911
"2151 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.276214,-122.7721989
"1973 DORSET AVE, Port Coquitlam, BC, Canada",49.2741256,-122.7693631
"1852 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2710208,-122.7657255
"2188 LAURIER AVE, Port Coquitlam, BC, Canada",49.2744987,-122.7735505
"3279 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2719359,-122.762015
"3433 EDINBURGH ST, Port Coquitlam, BC, Canada",49.274264,-122.7720955
"1771 GRANT AVE, Port Coquitlam, BC, Canada",49.27047659999999,-122.7633777
"1724 MANNING AVE, Port Coquitlam, BC, Canada",49.2681198,-122.7621299
"3463 ST ANNE ST, Port Coquitlam, BC, Canada",49.2747829,-122.769157
"3391 OXFORD ST, Port Coquitlam, BC, Canada",49.2735145,-122.7675935
"1855 FRASER AVE, Port Coquitlam, BC, Canada",49.2694986,-122.7658723
"1875 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2767195,-122.7661555
"1744 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2763656,-122.7628116
"1825 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2666884,-122.764844
"2173 CHESTER PL, Port Coquitlam, BC, Canada",49.2734538,-122.7746057
"1867 SALISBURY AVE, Port Coquitlam, BC, Canada",49.272641,-122.7663007
"2111 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.2761851,-122.7707586
"3568 OXFORD ST, Port Coquitlam, BC, Canada",49.276167,-122.7669167
"3579 ST ANNE ST, Port Coquitlam, BC, Canada",49.2765332,-122.7691078
"1753 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.26447229999999,-122.7635564
"2236 KINGSWAY AVE, Port Coquitlam, BC, Canada",49.2635947,-122.7779593
"1871 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.26536,-122.765959
"2255 MANNING AVE, Port Coquitlam, BC, Canada",49.26864270000001,-122.7769129
"1932 FRASER AVE, Port Coquitlam, BC, Canada",49.2689189,-122.767951
"1782 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2720756,-122.7640061
"3658 FLINT ST, Port Coquitlam, BC, Canada",49.27772119999999,-122.770109
"1858 LINCOLN AVE, Port Coquitlam, BC, Canada",49.278129,-122.765868
"2839 ST MICHAEL ST, Port Coquitlam, BC, Canada",49.2641019,-122.7618084
"3440 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2745599,-122.7743424
"2152 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.27581929999999,-122.7724645
"3568 KENNEDY ST, Port Coquitlam, BC, Canada",49.276121,-122.765441
"3470 OXFORD ST, Port Coquitlam, BC, Canada",49.274431,-122.766837
"3436 OXFORD ST, Port Coquitlam, BC, Canada",49.274046,-122.766832
"3520 KENNEDY ST, Port Coquitlam, BC, Canada",49.2749865,-122.7656137
"3161 FLINT ST, Port Coquitlam, BC, Canada",49.27032029999999,-122.7715647
"1760 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27088699999999,-122.7632089
"1776 JENSEN AVE, Port Coquitlam, BC, Canada",49.2754573,-122.7635773
"3668 KENNEDY ST, Port Coquitlam, BC, Canada",49.2775614,-122.7654591
"1789 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.264483,-122.7651381
"2039 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.266745,-122.7712409
"1825 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27140499999999,-122.7647893
"2134 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.27582049999999,-122.7717645
"2831 MAXWELL PL, Port Coquitlam, BC, Canada",49.264199,-122.763119
"1955 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2675962,-122.7687521
"3522 OXFORD ST, Port Coquitlam, BC, Canada",49.275007,-122.766806
"1772 MANNING AVE, Port Coquitlam, BC, Canada",49.2680649,-122.7636945
"2173 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726034,-122.7749004
"3321 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2726708,-122.7755343
"1943 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2713611,-122.7681992
"3368 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2737104,-122.7714331
"1846 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2671131,-122.7655719
"2951 BRITANNIA CRES, Port Coquitlam, BC, Canada",49.2659397,-122.7661977
"3351 WINGROVE PL, Port Coquitlam, BC, Canada",49.2729244,-122.7679164
"1760 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.2640986,-122.7639072
"2171 STIRLING AVE, Port Coquitlam, BC, Canada",49.2778944,-122.7729063
"1944 MANNING AVE, Port Coquitlam, BC, Canada",49.268023,-122.768495
"2124 SALISBURY AVE, Port Coquitlam, BC, Canada",49.27215899999999,-122.7712207
"2142 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27094899999999,-122.7725912
"2167 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726322,-122.7744018
"3151 FREY PL, Port Coquitlam, BC, Canada",49.2700525,-122.7663594
"1746 JENSEN AVE, Port Coquitlam, BC, Canada",49.2754621,-122.7627265
"2158 FRASER AVE, Port Coquitlam, BC, Canada",49.2689971,-122.773712
"2153 FRASER AVE, Port Coquitlam, BC, Canada",49.2694967,-122.773291
"1734 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2648926,-122.7625258
"2373 KITCHENER AVE, Port Coquitlam, BC, Canada",49.27501110000001,-122.7786047
"1842 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709193,-122.7653061
"1873 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2714094,-122.7664116
"2176 LAURIER AVE, Port Coquitlam, BC, Canada",49.2744861,-122.7727548
"1770 DORSET AVE, Port Coquitlam, BC, Canada",49.273234,-122.763592
"1779 DORSET AVE, Port Coquitlam, BC, Canada",49.2738086,-122.7637106
"1929 MANNING AVE, Port Coquitlam, BC, Canada",49.2685292,-122.7678046
"1781 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2713714,-122.7640248
"1859 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726309,-122.7660539
"1945 LAURIER AVE, Port Coquitlam, BC, Canada",49.2756234,-122.7686248
"3640 HUGHES PL, Port Coquitlam, BC, Canada",49.277575,-122.778891
"1863 MANNING AVE, Port Coquitlam, BC, Canada",49.2685095,-122.7662375
"1979 FRASER AVE, Port Coquitlam, BC, Canada",49.2694193,-122.7695671
"1824 DORSET AVE, Port Coquitlam, BC, Canada",49.2733412,-122.7647967
"2177 LAURIER AVE, Port Coquitlam, BC, Canada",49.2751829,-122.7733502
"1954 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2653709,-122.7686793
"2140 FRASER AVE, Port Coquitlam, BC, Canada",49.26897,-122.772854
"1951 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.265823,-122.768591
"2147 GRANT AVE, Port Coquitlam, BC, Canada",49.2703414,-122.7729687
"2165 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2727379,-122.77422
"2159 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726669,-122.7737368
"3428 OXFORD ST, Port Coquitlam, BC, Canada",49.27392039999999,-122.7668752
"1732 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.270894,-122.762372
"3020 CAMBRIDGE ST, Port Coquitlam, BC, Canada",49.2679434,-122.770045
"3265 OXFORD ST, Port Coquitlam, BC, Canada",49.2718017,-122.7675455
"3342 OSBORNE ST, Port Coquitlam, BC, Canada",49.27248669999999,-122.7790352
"1723 DORSET AVE, Port Coquitlam, BC, Canada",49.2738231,-122.7623074
"1792 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2671568,-122.76446
"2162 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2782403,-122.7726551
"1820 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2672082,-122.7648006
"2944 BRITANNIA CRES, Port Coquitlam, BC, Canada",49.2658014,-122.7656562
"2134 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709001,-122.772023
"1940 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.270838,-122.7682181
"2857 COMMONWEALTH ST, Port Coquitlam, BC, Canada",49.2648806,-122.7656262
"1775 IMPERIAL AVE, Port Coquitlam, BC, Canada",49.26385,-122.764636
"3320 GLASGOW ST, Port Coquitlam, BC, Canada",49.2726894,-122.7728311
"2176 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2723027,-122.7746635
"1863 LINCOLN AVE, Port Coquitlam, BC, Canada",49.278645,-122.76638
"3362 OXFORD ST, Port Coquitlam, BC, Canada",49.2732,-122.766823
"1832 LAURIER AVE, Port Coquitlam, BC, Canada",49.2745513,-122.7650667
"1978 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2653208,-122.7695221
"1751 MANNING AVE, Port Coquitlam, BC, Canada",49.268573,-122.7628771
"1864 FRASER AVE, Port Coquitlam, BC, Canada",49.2689749,-122.7661255
"3463 FLINT ST, Port Coquitlam, BC, Canada",49.274828,-122.7707062
"1757 DORSET AVE, Port Coquitlam, BC, Canada",49.2738421,-122.7635009
"1850 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2721049,-122.7655834
"2185 LAURIER AVE, Port Coquitlam, BC, Canada",49.2748897,-122.7734361
"2136 PATRICIA AVE, Port Coquitlam, BC, Canada",49.27657110000001,-122.7714949
"1930 PATRICIA AVE, Port Coquitlam, BC, Canada",49.276531,-122.770017
"1927 FRASER AVE, Port Coquitlam, BC, Canada",49.26943,-122.767798
"2157 DORSET AVE, Port Coquitlam, BC, Canada",49.274094,-122.773569
"2160 DORSET AVE, Port Coquitlam, BC, Canada",49.2737019,-122.7743831
"3424 ST ANNE ST, Port Coquitlam, BC, Canada",49.2743176,-122.768562
"2821 COMMONWEALTH ST, Port Coquitlam, BC, Canada",49.2639874,-122.7657879
"1824 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.26493019999999,-122.7650839
"2174 FRASER AVE, Port Coquitlam, BC, Canada",49.26903350000001,-122.7748503
"1823 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2786227,-122.7650483
"3363 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2734871,-122.7721478
"3551 OXFORD ST, Port Coquitlam, BC, Canada",49.2756698,-122.767652
"1850 LAURIER AVE, Port Coquitlam, BC, Canada",49.27446699999999,-122.765764
"3260 WELLINGTON ST, Port Coquitlam, BC, Canada",49.271712,-122.761322
"1853 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2676071,-122.7659036
"3479 OXFORD ST, Port Coquitlam, BC, Canada",49.27459959999999,-122.7675256
"1768 LAURIER AVE, Port Coquitlam, BC, Canada",49.274574,-122.7639859
"3654 FLINT ST, Port Coquitlam, BC, Canada",49.2774645,-122.7701404
"2126 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2782113,-122.7712146
"1967 GRANT AVE, Port Coquitlam, BC, Canada",49.27035480000001,-122.7691684
"3354 OSBORNE ST, Port Coquitlam, BC, Canada",49.272764,-122.778813
"2131 FRASER AVE, Port Coquitlam, BC, Canada",49.2694789,-122.772119
"1843 FRASER AVE, Port Coquitlam, BC, Canada",49.2693315,-122.7654586
"2958 COVENTRY CRES, Port Coquitlam, BC, Canada",49.2661483,-122.7647056
"1939 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2676299,-122.7682201
"1767 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726105,-122.7636119
"3342 WELLINGTON ST, Port Coquitlam, BC, Canada",49.27281199999999,-122.761323
"3558 GRAHAM ST, Port Coquitlam, BC, Canada",49.276238,-122.778144
"1960 GRANT AVE, Port Coquitlam, BC, Canada",49.26985610000001,-122.7690645
"3370 OXFORD ST, Port Coquitlam, BC, Canada",49.273411,-122.7668745
"3646 KENNEDY ST, Port Coquitlam, BC, Canada",49.277034,-122.76549
"3561 YORK ST, Port Coquitlam, BC, Canada",49.2759812,-122.7648237
"1757 IMPERIAL AVE, Port Coquitlam, BC, Canada",49.2638718,-122.7639237
"1694 DORSET AVE, Port Coquitlam, BC, Canada",49.27344069999999,-122.7614203
"1837 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2676127,-122.7651612
"3135 OXFORD ST, Port Coquitlam, BC, Canada",49.2694158,-122.76742
"3641 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2772991,-122.7721312
"3282 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2721151,-122.761409
"1680 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2672,-122.7614002
"1829 MANNING AVE, Port Coquitlam, BC, Canada",49.26826819999999,-122.7652834
"1968 MANNING AVE, Port Coquitlam, BC, Canada",49.2680107,-122.7691552
"3512 FLINT ST, Port Coquitlam, BC, Canada",49.2757326,-122.7700917
"1743 GRANT AVE, Port Coquitlam, BC, Canada",49.27043519999999,-122.7626505
"3692 OXFORD ST, Port Coquitlam, BC, Canada",49.2781732,-122.7668788
"1963 MANNING AVE, Port Coquitlam, BC, Canada",49.2685027,-122.7690363
"3353 FLINT ST, Port Coquitlam, BC, Canada",49.2730977,-122.7707132
"3170 OXFORD ST, Port Coquitlam, BC, Canada",49.2705888,-122.7669017
"3431 FLINT ST, Port Coquitlam, BC, Canada",49.2742454,-122.7707269
"3460 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2747918,-122.7715162
"2131 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.2762641,-122.7714849
"1785 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.266742,-122.7642319
"1759 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2786463,-122.7634425
"1776 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2763184,-122.7636222
"1925 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.265815,-122.767889
"2159 GRANT AVE, Port Coquitlam, BC, Canada",49.270354,-122.7737643
"1715 IMPERIAL AVE, Port Coquitlam, BC, Canada",49.2638991,-122.7621675
"3672 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2779203,-122.7614068
"3476 FLINT ST, Port Coquitlam, BC, Canada",49.2749721,-122.7701145
"2254 FRASER AVE, Port Coquitlam, BC, Canada",49.269002,-122.776631
"2256 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.270944,-122.776982
"3070 OXFORD ST, Port Coquitlam, BC, Canada",49.2686004,-122.7668845
"1995 GRANT AVE, Port Coquitlam, BC, Canada",49.2703499,-122.770019
"2141 GRANT AVE, Port Coquitlam, BC, Canada",49.2703043,-122.7726316
"1943 GRANT AVE, Port Coquitlam, BC, Canada",49.27034219999999,-122.7683727
"1771 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.264492,-122.7643414
"2145 FRASER AVE, Port Coquitlam, BC, Canada",49.2694869,-122.7728692
